order_id,shipment_date,expected_delivery_date,delivery_date,on_time_delivery
O811924,2025-01-14 23:31:20,2025-01-16 23:31:20,2025-01-16 23:31:20,1.0
O809265,2025-01-15 23:58:22,2025-01-16 23:58:22,,
O806451,2025-01-16 00:25:26,2025-01-19 00:25:26,2025-01-19 00:25:26,1.0
O803226,2025-01-15 04:01:28,2025-01-19 04:01:28,2025-01-24 04:01:28,0.0
O811632,2025-01-16 04:07:48,2025-01-17 04:07:48,,
O806328,2025-01-15 04:29:34,2025-01-17 04:29:34,2025-01-17 04:29:34,1.0
O811819,2025-01-15 05:14:01,2025-01-19 05:14:01,2025-01-19 05:14:01,1.0
O804088,2025-01-16 08:01:56,2025-01-19 08:01:56,2025-01-19 08:01:56,1.0
O801269,2025-01-15 08:17:09,2025-01-19 08:17:09,2025-01-19 08:17:09,1.0
O805348,2025-01-16 12:17:28,2025-01-19 12:17:28,,
O808373,2025-01-15 14:10:20,2025-01-18 14:10:20,2025-01-18 14:10:20,1.0
O800374,2025-01-15 14:40:53,2025-01-19 14:40:53,2025-01-19 14:40:53,1.0
O809014,2025-01-15 16:31:09,2025-01-19 16:31:09,,
O804730,2025-01-16 16:41:55,2025-01-17 16:41:55,,
O808425,2025-01-15 18:09:45,2025-01-18 18:09:45,2025-01-18 18:09:45,1.0
O807012,2025-01-16 18:44:04,2025-01-19 18:44:04,2025-01-19 18:44:04,1.0
O806429,2025-01-15 19:46:37,2025-01-20 19:46:37,2025-01-20 19:46:37,1.0
O802711,2025-01-15 21:02:30,2025-01-17 21:02:30,2025-01-17 21:02:30,1.0
O811341,2025-01-15 21:52:55,2025-01-18 21:52:55,2025-01-18 21:52:55,1.0
O809140,2025-01-15 23:36:17,2025-01-20 23:36:17,2025-01-20 23:36:17,1.0
O801610,2025-01-15 23:48:40,2025-01-17 23:48:40,2025-01-17 23:48:40,1.0
O805395,2025-01-16 00:41:15,2025-01-18 00:41:15,2025-01-21 00:41:15,0.0
O805393,2025-01-16 01:26:53,2025-01-19 01:26:53,,
O807093,2025-01-17 01:59:40,2025-01-19 01:59:40,,
O800803,2025-01-17 02:28:02,2025-01-20 02:28:02,2025-01-20 02:28:02,1.0
O810324,2025-01-16 02:50:49,2025-01-19 02:50:49,2025-01-19 02:50:49,1.0
O806420,2025-01-16 04:40:11,2025-01-18 04:40:11,,
O810635,2025-01-16 05:19:16,2025-01-21 05:19:16,2025-01-21 05:19:16,1.0
O804381,2025-01-17 07:37:27,2025-01-22 07:37:27,2025-01-22 07:37:27,1.0
O805956,2025-01-16 08:41:34,2025-01-22 08:41:34,2025-01-22 08:41:34,1.0
O809674,2025-01-17 08:50:56,2025-01-22 08:50:56,2025-01-22 08:50:56,1.0
O810183,2025-01-16 08:58:19,2025-01-21 08:58:19,2025-01-21 08:58:19,1.0
O810213,2025-01-17 08:58:37,2025-01-20 08:58:37,2025-01-20 08:58:37,1.0
O804971,2025-01-17 09:17:26,2025-01-20 09:17:26,2025-01-20 09:17:26,1.0
O807013,2025-01-17 09:24:11,2025-01-18 09:24:11,,
O809317,2025-01-17 10:43:56,2025-01-21 10:43:56,,
O801527,2025-01-16 14:17:36,2025-01-19 14:17:36,,
O801436,2025-01-16 14:51:28,2025-01-20 14:51:28,2025-01-24 14:51:28,0.0
O810685,2025-01-16 16:12:00,2025-01-20 16:12:00,2025-01-20 16:12:00,1.0
O800284,2025-01-17 17:32:25,2025-01-21 17:32:25,2025-01-21 17:32:25,1.0
O805428,2025-01-16 17:41:47,2025-01-18 17:41:47,2025-01-18 17:41:47,1.0
O811454,2025-01-16 20:19:56,2025-01-19 20:19:56,2025-01-19 20:19:56,1.0
O801603,2025-01-16 23:01:42,2025-01-20 23:01:42,2025-01-20 23:01:42,1.0
O804630,2025-01-17 00:36:26,2025-01-19 00:36:26,2025-01-19 00:36:26,1.0
O800926,2025-01-17 03:22:34,2025-01-20 03:22:34,2025-01-20 03:22:34,1.0
O807044,2025-01-18 03:53:36,2025-01-20 03:53:36,2025-01-20 03:53:36,1.0
O801377,2025-01-18 03:57:50,2025-01-22 03:57:50,,
O807300,2025-01-18 04:52:18,2025-01-21 04:52:18,,
O806805,2025-01-17 08:48:35,2025-01-21 08:48:35,2025-01-21 08:48:35,1.0
O802415,2025-01-18 10:36:47,2025-01-19 10:36:47,2025-01-19 10:36:47,1.0
O800605,2025-01-18 11:04:50,2025-01-20 11:04:50,2025-01-20 11:04:50,1.0
O807811,2025-01-18 11:41:06,2025-01-21 11:41:06,2025-01-21 11:41:06,1.0
O802637,2025-01-17 11:56:57,2025-01-21 11:56:57,2025-01-21 11:56:57,1.0
O807504,2025-01-18 13:22:15,2025-01-20 13:22:15,,
O809063,2025-01-18 13:30:48,2025-01-19 13:30:48,2025-01-19 13:30:48,1.0
O811700,2025-01-17 14:54:08,2025-01-20 14:54:08,2025-01-20 14:54:08,1.0
O801325,2025-01-17 15:16:36,2025-01-20 15:16:36,2025-01-25 15:16:36,0.0
O802748,2025-01-17 15:50:01,2025-01-20 15:50:01,2025-01-20 15:50:01,1.0
O804104,2025-01-17 16:43:54,2025-01-19 16:43:54,2025-01-19 16:43:54,1.0
O807807,2025-01-17 19:46:04,2025-01-22 19:46:04,2025-01-22 19:46:04,1.0
O803899,2025-01-17 20:16:56,2025-01-20 20:16:56,2025-01-20 20:16:56,1.0
O805743,2025-01-17 21:08:28,2025-01-21 21:08:28,,
O810858,2025-01-17 21:33:02,2025-01-20 21:33:02,,
O808985,2025-01-18 22:43:03,2025-01-19 22:43:03,2025-01-19 22:43:03,1.0
O803655,2025-01-18 00:09:03,2025-01-22 00:09:03,2025-01-22 00:09:03,1.0
O809245,2025-01-18 00:47:41,2025-01-23 00:47:41,2025-01-23 00:47:41,1.0
O807667,2025-01-19 03:29:58,2025-01-22 03:29:58,2025-01-22 03:29:58,1.0
O802078,2025-01-19 03:42:07,2025-01-21 03:42:07,2025-01-21 03:42:07,1.0
O806611,2025-01-18 04:18:57,2025-01-22 04:18:57,,
O809771,2025-01-18 04:24:03,2025-01-24 04:24:03,,
O803113,2025-01-19 06:45:50,2025-01-24 06:45:50,2025-01-24 06:45:50,1.0
O800831,2025-01-18 07:06:08,2025-01-22 07:06:08,2025-01-22 07:06:08,1.0
O806506,2025-01-19 09:56:59,2025-01-23 09:56:59,2025-01-23 09:56:59,1.0
O805663,2025-01-19 12:29:56,2025-01-23 12:29:56,2025-01-23 12:29:56,1.0
O805701,2025-01-18 13:01:02,2025-01-21 13:01:02,2025-01-26 13:01:02,0.0
O811853,2025-01-19 15:57:25,2025-01-21 15:57:25,2025-01-21 15:57:25,1.0
O806748,2025-01-18 19:25:47,2025-01-21 19:25:47,2025-01-21 19:25:47,1.0
O806117,2025-01-19 22:05:30,2025-01-20 22:05:30,,
O801880,2025-01-19 22:29:11,2025-01-22 22:29:11,,
O810279,2025-01-19 23:15:59,2025-01-22 23:15:59,2025-01-22 23:15:59,1.0
O809574,2025-01-19 00:07:28,2025-01-24 00:07:28,2025-01-24 00:07:28,1.0
O802119,2025-01-19 01:51:38,2025-01-22 01:51:38,2025-01-25 01:51:38,0.0
O807296,2025-01-19 01:57:58,2025-01-21 01:57:58,2025-01-21 01:57:58,1.0
O800672,2025-01-20 02:53:35,2025-01-23 02:53:35,2025-01-23 02:53:35,1.0
O802277,2025-01-19 05:26:19,2025-01-24 05:26:19,2025-01-24 05:26:19,1.0
O803138,2025-01-19 06:38:11,2025-01-24 06:38:11,2025-01-24 06:38:11,1.0
O807445,2025-01-20 07:24:10,2025-01-24 07:24:10,2025-01-24 07:24:10,1.0
O802325,2025-01-19 08:25:57,2025-01-23 08:25:57,2025-01-28 08:25:57,0.0
O800041,2025-01-19 09:42:27,2025-01-23 09:42:27,2025-01-23 09:42:27,1.0
O806951,2025-01-19 13:44:52,2025-01-21 13:44:52,2025-01-24 13:44:52,0.0
O809798,2025-01-19 14:22:36,2025-01-22 14:22:36,2025-01-22 14:22:36,1.0
O807009,2025-01-19 14:24:11,2025-01-25 14:24:11,2025-01-25 14:24:11,1.0
O810122,2025-01-19 14:26:34,2025-01-22 14:26:34,2025-01-22 14:26:34,1.0
O803428,2025-01-19 15:34:30,2025-01-22 15:34:30,2025-01-22 15:34:30,1.0
O800572,2025-01-20 17:17:32,2025-01-21 17:17:32,2025-01-21 17:17:32,1.0
O807266,2025-01-20 17:29:23,2025-01-22 17:29:23,2025-01-22 17:29:23,1.0
O804091,2025-01-19 17:30:55,2025-01-23 17:30:55,2025-01-23 17:30:55,1.0
O808669,2025-01-19 18:20:19,2025-01-23 18:20:19,2025-01-23 18:20:19,1.0
O803742,2025-01-19 19:05:50,2025-01-22 19:05:50,2025-01-22 19:05:50,1.0
O800763,2025-01-20 19:51:08,2025-01-25 19:51:08,,
O811140,2025-01-19 20:34:11,2025-01-23 20:34:11,2025-01-23 20:34:11,1.0
O811755,2025-01-19 21:41:57,2025-01-23 21:41:57,2025-01-23 21:41:57,1.0
O800229,2025-01-20 01:21:07,2025-01-24 01:21:07,2025-01-24 01:21:07,1.0
O802163,2025-01-21 01:58:48,2025-01-22 01:58:48,2025-01-22 01:58:48,1.0
O801698,2025-01-20 02:42:12,2025-01-24 02:42:12,2025-01-24 02:42:12,1.0
O809278,2025-01-21 03:03:50,2025-01-23 03:03:50,2025-01-26 03:03:50,0.0
O803063,2025-01-20 03:52:28,2025-01-22 03:52:28,2025-01-22 03:52:28,1.0
O809642,2025-01-20 03:56:08,2025-01-25 03:56:08,2025-01-25 03:56:08,1.0
O804701,2025-01-21 06:51:38,2025-01-26 06:51:38,,
O811886,2025-01-21 07:39:11,2025-01-24 07:39:11,2025-01-24 07:39:11,1.0
O802473,2025-01-21 08:10:20,2025-01-23 08:10:20,2025-01-23 08:10:20,1.0
O809853,2025-01-21 09:11:17,2025-01-24 09:11:17,2025-01-24 09:11:17,1.0
O800118,2025-01-21 09:18:01,2025-01-25 09:18:01,2025-01-25 09:18:01,1.0
O811879,2025-01-20 10:13:53,2025-01-23 10:13:53,2025-01-23 10:13:53,1.0
O801591,2025-01-20 10:43:04,2025-01-24 10:43:04,,
O809211,2025-01-21 10:59:37,2025-01-23 10:59:37,,
O805841,2025-01-21 13:35:49,2025-01-24 13:35:49,2025-01-24 13:35:49,1.0
O807648,2025-01-21 14:43:04,2025-01-25 14:43:04,2025-01-29 14:43:04,0.0
O811156,2025-01-21 15:56:35,2025-01-23 15:56:35,2025-01-23 15:56:35,1.0
O804580,2025-01-21 16:27:00,2025-01-24 16:27:00,2025-01-24 16:27:00,1.0
O810289,2025-01-21 16:59:56,2025-01-23 16:59:56,2025-01-23 16:59:56,1.0
O811615,2025-01-20 19:02:46,2025-01-24 19:02:46,2025-01-24 19:02:46,1.0
O808908,2025-01-20 19:23:33,2025-01-24 19:23:33,,
O811479,2025-01-20 20:44:38,2025-01-22 20:44:38,2025-01-22 20:44:38,1.0
O806996,2025-01-21 00:22:00,2025-01-25 00:22:00,2025-01-25 00:22:00,1.0
O804868,2025-01-22 02:48:09,2025-01-24 02:48:09,2025-01-24 02:48:09,1.0
O808474,2025-01-21 03:33:29,2025-01-25 03:33:29,2025-01-25 03:33:29,1.0
O800018,2025-01-21 06:51:15,2025-01-25 06:51:15,2025-01-25 06:51:15,1.0
O801986,2025-01-22 08:02:59,2025-01-26 08:02:59,2025-01-26 08:02:59,1.0
O808535,2025-01-21 09:52:18,2025-01-25 09:52:18,2025-01-25 09:52:18,1.0
O809593,2025-01-22 11:15:52,2025-01-23 11:15:52,2025-01-23 11:15:52,1.0
O803120,2025-01-21 13:21:38,2025-01-23 13:21:38,,
O804393,2025-01-21 13:38:59,2025-01-24 13:38:59,2025-01-24 13:38:59,1.0
O804702,2025-01-22 14:39:55,2025-01-25 14:39:55,,
O803778,2025-01-21 15:22:27,2025-01-24 15:22:27,,
O811163,2025-01-22 15:25:20,2025-01-23 15:25:20,2025-01-23 15:25:20,1.0
O804666,2025-01-22 16:01:02,2025-01-23 16:01:02,,
O811394,2025-01-21 16:17:08,2025-01-24 16:17:08,2025-01-24 16:17:08,1.0
O806559,2025-01-21 16:51:05,2025-01-24 16:51:05,2025-01-24 16:51:05,1.0
O802747,2025-01-22 18:52:15,2025-01-25 18:52:15,2025-01-25 18:52:15,1.0
O804946,2025-01-21 20:11:39,2025-01-23 20:11:39,2025-01-23 20:11:39,1.0
O802566,2025-01-22 23:24:53,2025-01-24 23:24:53,2025-01-24 23:24:53,1.0
O804466,2025-01-22 00:00:32,2025-01-25 00:00:32,2025-01-25 00:00:32,1.0
O808499,2025-01-23 02:59:08,2025-01-26 02:59:08,,
O809081,2025-01-22 04:45:01,2025-01-27 04:45:01,2025-01-27 04:45:01,1.0
O805440,2025-01-23 06:09:03,2025-01-25 06:09:03,2025-01-28 06:09:03,0.0
O805356,2025-01-22 07:41:19,2025-01-28 07:41:19,2025-01-28 07:41:19,1.0
O809675,2025-01-22 13:05:14,2025-01-28 13:05:14,2025-02-02 13:05:14,0.0
O806905,2025-01-22 13:17:04,2025-01-25 13:17:04,,
O805740,2025-01-23 13:19:59,2025-01-26 13:19:59,2025-01-26 13:19:59,1.0
O805146,2025-01-22 13:50:48,2025-01-27 13:50:48,2025-01-27 13:50:48,1.0
O803587,2025-01-23 14:19:59,2025-01-26 14:19:59,2025-01-26 14:19:59,1.0
O801941,2025-01-23 14:58:13,2025-01-27 14:58:13,,
O802320,2025-01-23 16:29:12,2025-01-27 16:29:12,2025-01-27 16:29:12,1.0
O804157,2025-01-22 17:26:37,2025-01-26 17:26:37,2025-01-26 17:26:37,1.0
O800907,2025-01-23 18:47:49,2025-01-26 18:47:49,,
O802418,2025-01-22 19:05:49,2025-01-25 19:05:49,2025-01-27 19:05:49,0.0
O809391,2025-01-23 19:37:06,2025-01-25 19:37:06,2025-01-27 19:37:06,0.0
O808341,2025-01-22 21:58:18,2025-01-26 21:58:18,,
O811884,2025-01-22 22:34:56,2025-01-24 22:34:56,2025-01-24 22:34:56,1.0
O806983,2025-01-22 23:16:43,2025-01-25 23:16:43,2025-01-25 23:16:43,1.0
O810135,2025-01-23 00:25:36,2025-01-27 00:25:36,2025-01-27 00:25:36,1.0
O802154,2025-01-23 00:34:49,2025-01-25 00:34:49,2025-01-25 00:34:49,1.0
O810702,2025-01-23 01:08:06,2025-01-27 01:08:06,2025-01-27 01:08:06,1.0
O808271,2025-01-23 03:26:20,2025-01-27 03:26:20,2025-01-27 03:26:20,1.0
O804430,2025-01-24 03:46:51,2025-01-25 03:46:51,,
O800906,2025-01-23 04:14:24,2025-01-27 04:14:24,2025-01-27 04:14:24,1.0
O805371,2025-01-24 05:35:12,2025-01-27 05:35:12,,
O800730,2025-01-24 08:06:57,2025-01-27 08:06:57,2025-01-27 08:06:57,1.0
O803461,2025-01-24 08:09:52,2025-01-28 08:09:52,,
O809649,2025-01-23 08:18:23,2025-01-29 08:18:23,2025-02-02 08:18:23,0.0
O811595,2025-01-24 08:21:15,2025-01-26 08:21:15,2025-01-28 08:21:15,0.0
O804985,2025-01-23 09:38:20,2025-01-26 09:38:20,2025-01-26 09:38:20,1.0
O810532,2025-01-24 14:52:31,2025-01-26 14:52:31,,
O807485,2025-01-24 17:00:06,2025-01-27 17:00:06,,
O800242,2025-01-23 17:10:00,2025-01-26 17:10:00,,
O808505,2025-01-24 17:38:38,2025-01-27 17:38:38,,
O807830,2025-01-23 18:27:53,2025-01-28 18:27:53,2025-01-28 18:27:53,1.0
O808296,2025-01-23 18:33:23,2025-01-27 18:33:23,2025-01-27 18:33:23,1.0
O804892,2025-01-24 19:13:24,2025-01-25 19:13:24,,
O810962,2025-01-23 20:36:00,2025-01-29 20:36:00,,
O809818,2025-01-24 00:25:14,2025-01-27 00:25:14,2025-01-27 00:25:14,1.0
O801773,2025-01-25 00:33:24,2025-01-27 00:33:24,2025-01-27 00:33:24,1.0
O804137,2025-01-24 01:08:21,2025-01-27 01:08:21,2025-01-27 01:08:21,1.0
O809403,2025-01-25 01:24:08,2025-01-28 01:24:08,,
O804506,2025-01-24 02:49:47,2025-01-27 02:49:47,,
O811226,2025-01-25 04:02:57,2025-01-27 04:02:57,2025-01-27 04:02:57,1.0
O805835,2025-01-25 06:11:46,2025-01-29 06:11:46,2025-02-02 06:11:46,0.0
O803674,2025-01-25 06:15:32,2025-01-28 06:15:32,2025-01-28 06:15:32,1.0
O805824,2025-01-24 06:26:14,2025-01-27 06:26:14,2025-01-27 06:26:14,1.0
O809061,2025-01-25 06:29:00,2025-01-26 06:29:00,,
O802207,2025-01-24 09:28:09,2025-01-28 09:28:09,2025-01-28 09:28:09,1.0
O804468,2025-01-25 09:52:33,2025-01-27 09:52:33,2025-01-27 09:52:33,1.0
O811052,2025-01-24 10:12:09,2025-01-28 10:12:09,2025-01-28 10:12:09,1.0
O800032,2025-01-25 10:37:03,2025-01-29 10:37:03,2025-01-29 10:37:03,1.0
O802329,2025-01-24 14:18:32,2025-01-27 14:18:32,2025-01-27 14:18:32,1.0
O806895,2025-01-24 15:18:47,2025-01-26 15:18:47,,
O802581,2025-01-24 15:52:31,2025-01-28 15:52:31,2025-01-28 15:52:31,1.0
O804593,2025-01-24 16:17:39,2025-01-28 16:17:39,2025-01-28 16:17:39,1.0
O804608,2025-01-25 17:39:16,2025-01-27 17:39:16,,
O800855,2025-01-25 17:40:10,2025-01-27 17:40:10,,
O810003,2025-01-25 19:26:26,2025-01-27 19:26:26,,
O808876,2025-01-25 22:28:15,2025-01-27 22:28:15,2025-01-27 22:28:15,1.0
O801124,2025-01-25 01:38:35,2025-01-28 01:38:35,2025-01-28 01:38:35,1.0
O807150,2025-01-26 04:55:02,2025-01-29 04:55:02,2025-02-02 04:55:02,0.0
O802804,2025-01-25 05:29:53,2025-01-30 05:29:53,2025-01-30 05:29:53,1.0
O807342,2025-01-26 06:54:41,2025-01-29 06:54:41,,
O807910,2025-01-26 09:28:18,2025-01-29 09:28:18,2025-01-29 09:28:18,1.0
O803442,2025-01-26 11:07:25,2025-01-29 11:07:25,,
O807828,2025-01-25 12:49:00,2025-01-29 12:49:00,,
O802461,2025-01-26 13:59:25,2025-01-29 13:59:25,2025-01-29 13:59:25,1.0
O801613,2025-01-26 15:06:56,2025-01-27 15:06:56,2025-01-27 15:06:56,1.0
O810788,2025-01-25 15:21:40,2025-01-29 15:21:40,2025-01-29 15:21:40,1.0
O804684,2025-01-26 18:46:48,2025-01-27 18:46:48,2025-01-27 18:46:48,1.0
O809891,2025-01-25 19:26:12,2025-01-29 19:26:12,2025-01-29 19:26:12,1.0
O801724,2025-01-26 19:41:43,2025-01-29 19:41:43,2025-01-29 19:41:43,1.0
O800453,2025-01-25 19:48:27,2025-01-30 19:48:27,2025-01-30 19:48:27,1.0
O808725,2025-01-25 20:33:07,2025-01-28 20:33:07,,
O800306,2025-01-26 22:52:35,2025-01-31 22:52:35,2025-01-31 22:52:35,1.0
O804219,2025-01-26 22:54:51,2025-01-29 22:54:51,2025-01-29 22:54:51,1.0
O808352,2025-01-27 00:45:16,2025-02-01 00:45:16,2025-02-01 00:45:16,1.0
O800496,2025-01-26 02:17:04,2025-01-29 02:17:04,2025-01-29 02:17:04,1.0
O811132,2025-01-27 02:51:14,2025-01-31 02:51:14,2025-01-31 02:51:14,1.0
O804428,2025-01-27 04:50:09,2025-01-31 04:50:09,2025-01-31 04:50:09,1.0
O800771,2025-01-26 07:32:29,2025-01-29 07:32:29,2025-01-29 07:32:29,1.0
O802764,2025-01-27 13:18:02,2025-02-01 13:18:02,2025-02-01 13:18:02,1.0
O806414,2025-01-27 14:33:00,2025-01-29 14:33:00,,
O811152,2025-01-26 14:51:44,2025-01-30 14:51:44,,
O804301,2025-01-26 18:20:28,2025-01-30 18:20:28,,
O802647,2025-01-26 19:24:26,2025-01-28 19:24:26,2025-01-28 19:24:26,1.0
O801106,2025-01-26 19:54:07,2025-01-29 19:54:07,2025-01-29 19:54:07,1.0
O811354,2025-01-27 22:26:34,2025-01-30 22:26:34,,
O804013,2025-01-26 22:59:40,2025-01-30 22:59:40,2025-01-30 22:59:40,1.0
O806862,2025-01-26 23:20:00,2025-01-31 23:20:00,2025-01-31 23:20:00,1.0
O804880,2025-01-27 23:31:55,2025-01-30 23:31:55,2025-01-30 23:31:55,1.0
O809964,2025-01-28 01:35:41,2025-02-02 01:35:41,2025-02-02 01:35:41,1.0
O807846,2025-01-27 03:01:34,2025-01-31 03:01:34,,
O810450,2025-01-27 03:30:26,2025-01-31 03:30:26,2025-01-31 03:30:26,1.0
O811760,2025-01-28 06:40:03,2025-01-30 06:40:03,2025-01-30 06:40:03,1.0
O809834,2025-01-27 07:33:26,2025-01-31 07:33:26,2025-01-31 07:33:26,1.0
O810157,2025-01-28 07:41:05,2025-01-31 07:41:05,2025-01-31 07:41:05,1.0
O810411,2025-01-27 07:49:25,2025-02-02 07:49:25,,
O800963,2025-01-28 10:08:09,2025-01-31 10:08:09,2025-01-31 10:08:09,1.0
O803548,2025-01-28 11:41:22,2025-01-29 11:41:22,2025-01-29 11:41:22,1.0
O801439,2025-01-28 13:50:43,2025-01-31 13:50:43,2025-01-31 13:50:43,1.0
O800908,2025-01-27 14:20:46,2025-01-30 14:20:46,2025-01-30 14:20:46,1.0
O810513,2025-01-28 14:46:05,2025-01-30 14:46:05,2025-02-03 14:46:05,0.0
O809457,2025-01-27 15:13:51,2025-01-29 15:13:51,2025-01-29 15:13:51,1.0
O811167,2025-01-28 16:52:14,2025-01-30 16:52:14,2025-01-30 16:52:14,1.0
O800221,2025-01-27 18:21:17,2025-02-01 18:21:17,2025-02-01 18:21:17,1.0
O810190,2025-01-27 18:29:21,2025-01-30 18:29:21,2025-01-30 18:29:21,1.0
O808915,2025-01-29 03:02:43,2025-01-30 03:02:43,2025-01-30 03:02:43,1.0
O802984,2025-01-29 03:36:14,2025-02-01 03:36:14,,
O810810,2025-01-29 03:39:53,2025-01-30 03:39:53,,
O803625,2025-01-28 05:45:33,2025-02-02 05:45:33,2025-02-02 05:45:33,1.0
O811071,2025-01-28 09:46:24,2025-02-01 09:46:24,2025-02-01 09:46:24,1.0
O808326,2025-01-28 14:44:42,2025-02-02 14:44:42,2025-02-02 14:44:42,1.0
O802762,2025-01-29 15:40:44,2025-01-31 15:40:44,,
O801508,2025-01-29 16:57:23,2025-01-31 16:57:23,,
O806430,2025-01-29 17:06:30,2025-01-30 17:06:30,2025-01-30 17:06:30,1.0
O805148,2025-01-29 02:52:14,2025-02-02 02:52:14,,
O803012,2025-01-30 05:29:03,2025-02-03 05:29:03,,
O801621,2025-01-30 05:38:35,2025-02-02 05:38:35,2025-02-02 05:38:35,1.0
O807203,2025-01-29 05:40:39,2025-02-02 05:40:39,2025-02-02 05:40:39,1.0
O800709,2025-01-30 05:55:01,2025-01-31 05:55:01,2025-01-31 05:55:01,1.0
O811887,2025-01-30 10:12:43,2025-02-01 10:12:43,,
O811296,2025-01-30 10:29:58,2025-02-04 10:29:58,2025-02-04 10:29:58,1.0
O807626,2025-01-30 14:51:56,2025-02-02 14:51:56,2025-02-02 14:51:56,1.0
O803017,2025-01-30 14:54:45,2025-02-01 14:54:45,,
O806762,2025-01-30 15:14:31,2025-01-31 15:14:31,2025-01-31 15:14:31,1.0
O802915,2025-01-29 16:45:58,2025-02-01 16:45:58,,
O808050,2025-01-29 17:14:21,2025-01-31 17:14:21,2025-01-31 17:14:21,1.0
O808464,2025-01-29 17:14:39,2025-02-04 17:14:39,2025-02-04 17:14:39,1.0
O809776,2025-01-29 22:40:42,2025-02-03 22:40:42,2025-02-03 22:40:42,1.0
O801615,2025-01-29 23:01:45,2025-02-02 23:01:45,2025-02-02 23:01:45,1.0
O802784,2025-01-30 00:57:03,2025-02-05 00:57:03,2025-02-05 00:57:03,1.0
O806753,2025-01-31 01:37:55,2025-02-02 01:37:55,2025-02-02 01:37:55,1.0
O800548,2025-01-30 04:24:05,2025-02-02 04:24:05,2025-02-02 04:24:05,1.0
O810273,2025-01-30 04:25:54,2025-02-02 04:25:54,2025-02-02 04:25:54,1.0
O803064,2025-01-30 04:49:32,2025-02-01 04:49:32,2025-02-01 04:49:32,1.0
O811885,2025-01-31 05:47:11,2025-02-03 05:47:11,2025-02-03 05:47:11,1.0
O810019,2025-01-30 06:30:41,2025-02-04 06:30:41,2025-02-04 06:30:41,1.0
O809016,2025-01-31 07:25:28,2025-02-03 07:25:28,2025-02-03 07:25:28,1.0
O800202,2025-01-31 07:39:00,2025-02-02 07:39:00,,
O801310,2025-01-31 08:26:58,2025-02-01 08:26:58,,
O803780,2025-01-30 09:42:39,2025-02-02 09:42:39,,
O808136,2025-01-31 10:36:58,2025-02-02 10:36:58,2025-02-02 10:36:58,1.0
O807701,2025-01-31 14:28:23,2025-02-02 14:28:23,,
O800561,2025-01-31 15:46:35,2025-02-02 15:46:35,,
O801463,2025-01-30 19:32:25,2025-02-03 19:32:25,2025-02-03 19:32:25,1.0
O803836,2025-02-01 01:13:45,2025-02-04 01:13:45,2025-02-04 01:13:45,1.0
O808743,2025-01-31 01:33:45,2025-02-03 01:33:45,2025-02-03 01:33:45,1.0
O807512,2025-01-31 02:09:57,2025-02-04 02:09:57,2025-02-04 02:09:57,1.0
O802533,2025-01-31 02:16:09,2025-02-03 02:16:09,2025-02-03 02:16:09,1.0
O807377,2025-01-31 05:23:57,2025-02-03 05:23:57,2025-02-03 05:23:57,1.0
O804597,2025-01-31 05:28:30,2025-02-06 05:28:30,2025-02-06 05:28:30,1.0
O810522,2025-01-31 08:58:41,2025-02-02 08:58:41,,
O808847,2025-02-01 11:14:00,2025-02-05 11:14:00,2025-02-05 11:14:00,1.0
O804064,2025-02-01 18:09:21,2025-02-03 18:09:21,2025-02-03 18:09:21,1.0
O810048,2025-01-31 18:15:36,2025-02-06 18:15:36,,
O802408,2025-01-31 20:34:34,2025-02-03 20:34:34,2025-02-03 20:34:34,1.0
O802178,2025-02-01 22:03:30,2025-02-06 22:03:30,2025-02-06 22:03:30,1.0
O800048,2025-01-31 23:07:04,2025-02-05 23:07:04,2025-02-05 23:07:04,1.0
O808488,2025-02-01 23:54:03,2025-02-04 23:54:03,2025-02-04 23:54:03,1.0
O806040,2025-02-01 00:38:10,2025-02-06 00:38:10,2025-02-06 00:38:10,1.0
O801714,2025-02-01 02:47:03,2025-02-05 02:47:03,2025-02-05 02:47:03,1.0
O804713,2025-02-02 07:41:43,2025-02-04 07:41:43,2025-02-04 07:41:43,1.0
O811732,2025-02-01 08:00:49,2025-02-07 08:00:49,2025-02-07 08:00:49,1.0
O811489,2025-02-02 09:31:10,2025-02-07 09:31:10,,
O808024,2025-02-01 11:41:21,2025-02-04 11:41:21,2025-02-04 11:41:21,1.0
O806718,2025-02-01 12:13:56,2025-02-04 12:13:56,2025-02-04 12:13:56,1.0
O804822,2025-02-02 14:20:33,2025-02-06 14:20:33,2025-02-06 14:20:33,1.0
O810492,2025-02-02 15:20:05,2025-02-04 15:20:05,2025-02-04 15:20:05,1.0
O803282,2025-02-02 15:20:25,2025-02-06 15:20:25,2025-02-06 15:20:25,1.0
O801333,2025-02-02 15:38:03,2025-02-05 15:38:03,2025-02-05 15:38:03,1.0
O805755,2025-02-01 15:39:27,2025-02-07 15:39:27,2025-02-07 15:39:27,1.0
O805468,2025-02-02 16:08:43,2025-02-06 16:08:43,2025-02-06 16:08:43,1.0
O811869,2025-02-02 18:01:22,2025-02-06 18:01:22,,
O804877,2025-02-01 18:36:55,2025-02-03 18:36:55,2025-02-03 18:36:55,1.0
O809018,2025-02-02 18:37:34,2025-02-05 18:37:34,2025-02-05 18:37:34,1.0
O809729,2025-02-01 18:46:13,2025-02-04 18:46:13,2025-02-04 18:46:13,1.0
O807655,2025-02-01 20:25:33,2025-02-06 20:25:33,2025-02-06 20:25:33,1.0
